time_s,L_theta_20_m,L_theta_40_m,L_theta_60_m
0.08066666666666668,0.0007591808799488855,0.0006854556126316142,0.0005537801132156188
0.08100000000000002,0.0007607478184166873,0.0006868703832031221,0.0005549231074413949
0.08133333333333334,0.0007623115360346674,0.0006882822457066767,0.0005560637522368494
0.08166666666666668,0.0007638720525829695,0.0006896912180015404,0.0005572020620304942
0.08200000000000002,0.0007654293876401037,0.0006910973177649227,0.00055833805110376
0.08233333333333334,0.0007669835605858113,0.0006925005624945677,0.000559471733593088
0.08266666666666668,0.0007685345906038803,0.0006939009695112949,0.0005606031234919813
0.083,0.0007700824966849064,0.0006952985559614928,0.0005617322346530203
0.08333333333333334,0.0007716272976290068,0.0006966933388195695,0.0005628590807898423
0.08366666666666668,0.000773169012048484,0.0006980853348903569,0.0005639836754790839
0.084,0.0007747076583704422,0.0006994745608114736,0.0005651060321622899
0.08433333333333334,0.0007762432548393569,0.0007008610330556451,0.0005662261641477877
0.08466666666666668,0.000777775819519599,0.0007022447679329825,0.0005673440846125284
0.085,0.0007793053702979139,0.0007036257815932206,0.0005684598066038953
0.08533333333333334,0.0007808319248858577,0.0007050040900279181,0.0005695733430414808
0.08566666666666668,0.0007823555008221894,0.0007063797090726171,0.0005706847067188316
0.08600000000000001,0.000783876115475222,0.000707752654408966,0.0005717939103051633
0.08633333333333335,0.0007853937860451334,0.0007091229415668059,0.0005729009663470463
0.08666666666666668,0.0007869085295662347,0.0007104905859262189,0.0005740058872700609
0.08700000000000001,0.0007884203629092025,0.0007118556027195432,0.0005751086853804246
0.08733333333333335,0.0007899293027832703,0.0007132180070333518,0.0005762093728665914
0.08766666666666668,0.0007914353657383833,0.0007145778138103985,0.0005773079618008233
0.08800000000000001,0.0007929385681673162,0.0007159350378515293,0.0005784044641407353
0.08833333333333335,0.000794438926307755,0.0007172896938175628,0.0005794988917308139
0.08866666666666667,0.0007959364562443433,0.0007186417962311372,0.0005805912563039094
0.08900000000000001,0.0007974311739106946,0.000719991359478527,0.0005816815694827043
